"CMS Certification Number (CCN)","Provider Name","Provider Address",City/Town,State,"ZIP Code","Telephone Number","Provider SSA County Code",County/Parish,Urban,"Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties",Location,Latitude,Longitude,"Geocoding Footnote","Processing Date"
035152,"Yuma Nursing Center","1850 WEST 25TH STREET",YUMA,AZ,85364,9287266700,130,Yuma,Y,"For profit - Corporation",120,84.6,,"Medicare and Medicaid",N,"YUMA NURSING CENTER 2 INC",1988-02-11,"CIRCLE B ENTERPRISES",145,36,2.5,3.1,2.0,1.9,N,,N,Y,N,Resident,Yes,4,,4,,2,,1,,2,,3,,,,2.52884,0.62763,0.45089,1.07852,3.60736,3.32550,0.19638,0.00533,44.4,,58.3,,0,,1.29011,0.91378,2.11759,0.78463,0.62623,3.52844,3.12802,2.74772,0.68195,0.48991,3.91959,3.61334,2023-06-23,1,1,0,4,1,0,4,2022-05-27,13,8,5,60,1,0,60,18.000,,0,0.00,0,0,"1850 WEST 25TH STREET,YUMA,AZ,85364",32.682,'-114.64,,2026-07-01
035154,"PROVIDENCE PLACE AT GLENCROFT","8641 NORTH 67TH AVE",GLENDALE,AZ,85302,6239399475,060,Maricopa,Y,"Non profit - Corporation",225,107.8,,"Medicare and Medicaid",N,"FRIENDSHIP RETIREMENT CORPORATION",1988-04-05,,,,,,,,Y,,Y,N,N,Resident,Yes,2,,2,,4,,4,,4,,4,,,,2.23012,1.10780,0.54853,1.65633,3.88646,3.59848,0.39580,0.03762,33.9,,50.0,,1,,1.35512,0.95982,2.22428,0.82416,0.65778,3.70622,3.28562,2.30691,1.14595,0.56742,4.02028,3.72239,2025-05-09,6,5,3,28,1,0,28,2023-05-12,11,8,3,48,1,0,48,33.000,,0,0.00,0,0,"8641 NORTH 67TH AVE,GLENDALE,AZ,85302",33.5612,'-112.2,,2026-07-01
035158,"Prescott Village Nursing & Rehabilitation","1030 SCOTT DRIVE",PRESCOTT,AZ,86301,9287782450,120,Yavapai,Y,"For profit - Limited Liability company",58,50.9,,"Medicare and Medicaid",N,"PRESCOTT VILLAGE NURSING & REHABILITATION LLC",1988-05-19,"OPCO SKILLED MANAGEMENT",773,68,2.2,2.2,1.7,4.2,Y,,N,N,N,Resident,Yes,2,,1,,5,,5,,5,,2,,,,1.63863,1.00196,0.63342,1.63539,3.27402,2.88647,0.50713,0.04339,52.2,,61.5,,0,,1.44276,1.02190,2.36815,0.87746,0.70032,3.94593,3.49814,1.59208,0.97350,0.61543,3.18101,2.80447,2026-03-06,13,11,2,72,1,0,72,2024-01-25,11,7,5,88,1,0,88,76.000,,1,8278.00,0,1,"1030 SCOTT DRIVE,PRESCOTT,AZ,86301",34.5608,'-112.47,,2026-07-01
035159,"Horizon Post Acute and Rehabilitation Center","4704 WEST DIANA AVENUE",GLENDALE,AZ,85302,6232473949,060,Maricopa,Y,"For profit - Corporation",196,148.8,,"Medicare and Medicaid",N,"VIEWPOINT HEALTHCARE LLC",1988-04-06,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,Y,N,N,Resident,Yes,3,,2,,5,,5,,5,,2,,,,2.05916,1.10962,0.34246,1.45208,3.51124,3.16201,0.20751,0.07409,46.3,,47.6,,0,,1.39993,0.99156,2.29784,0.85141,0.67953,3.82878,3.39428,2.06187,1.11109,0.34291,3.51587,3.16619,2025-05-16,9,5,4,60,1,0,60,2023-06-02,1,0,1,4,0,0,4,46.000,,1,10985.00,0,1,"4704 WEST DIANA AVENUE,GLENDALE,AZ,85302",33.5631,'-112.16,,2026-07-01
035164,"DESERT BLOSSOM HEALTH & REHAB CENTER","60 SOUTH 58TH STREET",MESA,AZ,85206,4808323903,060,Maricopa,Y,"For profit - Corporation",106,95.1,,"Medicare and Medicaid",N,"RED MOUNTAIN HEALTHCARE LLC",1988-08-04,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,2,,,,1.89352,0.87886,0.67806,1.55692,3.45044,2.97500,0.44361,0.10517,51.6,,43.8,,0,,1.49928,1.06192,2.46091,0.91184,0.72776,4.10050,3.63516,1.77038,0.82171,0.63396,3.22605,2.78153,2025-12-16,5,1,4,20,1,0,20,2024-05-09,5,4,2,36,1,0,36,24.000,,1,8278.00,0,1,"60 SOUTH 58TH STREET,MESA,AZ,85206",33.414,'-111.71,,2026-07-01
035165,"HAVEN OF TUCSON","3705 NORTH SWAN ROAD",TUCSON,AZ,85718,5202997088,090,Pima,Y,"For profit - Limited Liability company",118,101.9,,"Medicare and Medicaid",N,"HAVEN OF TUCSON LLC",1988-05-04,"HAVEN HEALTH",249,20,2.6,1.9,2.3,4.7,N,,N,N,N,Resident,Yes,2,,2,,5,,5,,5,,1,,,,2.11707,1.21861,0.73058,1.94919,4.06625,3.59782,0.47687,0.05512,48.0,,50.0,,0,,2.41025,1.70716,3.95618,1.46587,1.16995,6.59200,5.84392,1.23126,0.70873,0.42490,2.36489,2.09245,2026-04-21,7,4,3,48,1,0,48,2024-12-20,9,7,3,36,1,0,36,45.000,0,0,0.00,0,0,"3705 NORTH SWAN ROAD,TUCSON,AZ,85718",32.2733,'-110.89,,2026-07-01
035166,"Estrella Health And Rehabilitation Center","350 EAST LA CANADA",AVONDALE,AZ,85323,6239322282,060,Maricopa,Y,"For profit - Corporation",161,148.7,,"Medicare and Medicaid",N,"COLDWATER SPRINGS HEALTHCARE, INC.",1988-07-26,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,3,,,,2.12740,0.98263,0.39469,1.37732,3.50472,3.07234,0.34866,0.10601,36.4,,36.8,,0,,1.29673,0.91846,2.12845,0.78865,0.62944,3.54654,3.14407,2.29974,1.06223,0.42667,3.78863,3.32123,2026-04-10,7,6,1,36,1,0,36,2024-03-29,1,1,0,4,1,0,4,28.000,,0,0.00,0,0,"350 EAST LA CANADA,AVONDALE,AZ,85323",33.4462,'-112.35,,2026-07-01
035169,"Desert Highlands Care Center","1081 KATHLEEN AVE",KINGMAN,AZ,86401,9287535580,070,Mohave,Y,"For profit - Limited Liability company",120,74.5,,"Medicare and Medicaid",N,"KINGMAN NO 1 LLC",1988-05-23,"CIRCLE B ENTERPRISES",145,36,2.5,3.1,2.0,1.9,N,,N,N,N,Resident,Yes,3,,3,,3,,2,,4,,3,,,,2.35614,1.01350,0.45407,1.46757,3.82370,3.33802,0.33751,0.02701,45.0,,46.2,,0,,1.42601,1.01003,2.34065,0.86728,0.69219,3.90012,3.45752,2.31610,0.99627,0.44635,3.75872,3.28129,2025-03-14,8,7,2,32,1,0,32,2023-09-08,11,6,5,64,1,0,64,40.000,,0,0.00,0,0,"1081 KATHLEEN AVE,KINGMAN,AZ,86401",35.2128,'-114.04,,2026-07-01
035171,"ALTA MESA HEALTH AND REHABILITATION","5848 EAST UNIVERSITY DRIVE",MESA,AZ,85205,4809810098,060,Maricopa,Y,"For profit - Corporation",70,67.5,,"Medicare and Medicaid",N,"GOLDFIELD MOUNTAIN HEALTHCARE LLC",1988-08-02,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,Y,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,2,,,,1.66065,1.11608,0.56968,1.68576,3.34641,2.63746,0.27974,0.19891,47.1,,60.0,,0,,1.39902,0.99091,2.29635,0.85086,0.67909,3.82631,3.39208,1.66392,1.11828,0.57080,3.35300,2.64265,2024-11-20,2,2,1,12,1,0,12,2023-09-15,4,4,0,20,1,0,20,14.000,,0,0.00,0,0,"5848 EAST UNIVERSITY DRIVE,MESA,AZ,85205",33.4228,'-111.71,,2026-07-01
035172,"HAVEN OF SAFFORD","1933 PEPPERTREE DRIVE",SAFFORD,AZ,85546,9284284910,040,Graham,N,"For profit - Limited Liability company",106,73.9,,"Medicare and Medicaid",N,"HAVEN OF SAFFORD LLC",1988-04-28,"HAVEN HEALTH",249,20,2.6,1.9,2.3,4.7,N,,Y,N,N,None,Yes,2,,1,,5,,5,,5,,4,,,,1.96688,0.11523,1.24668,1.36191,3.32880,2.91008,0.79137,0.04402,42.5,,33.3,,0,,1.37368,0.97296,2.25475,0.83545,0.66679,3.75698,3.33062,2.00712,0.11759,1.27218,3.39690,2.96961,2024-11-08,15,7,8,84,1,0,84,2023-02-02,3,1,2,12,1,0,12,66.000,,1,15210.00,0,1,"1933 PEPPERTREE DRIVE,SAFFORD,AZ,85546",32.8145,'-109.73,,2026-07-01
035173,"CHRISTIAN CARE NURSING CENTER","11812 NORTH 19TH AVE",PHOENIX,AZ,85029,6024435405,060,Maricopa,Y,"Non profit - Corporation",20,7.7,,"Medicare and Medicaid",N,"CHRISTIAN CARE NURSING CENTER INC.",1988-06-13,,,,,,,,Y,,N,N,N,None,Yes,4,,4,,4,,,2,4,,4,,,,3.77104,2.32736,2.30629,4.63365,8.40470,7.09056,2.00980,0.11820,,26,,26,,26,1.47782,1.04673,2.42569,0.89878,0.71734,4.04181,3.58314,3.57700,2.20761,2.18762,7.97222,6.72570,2025-08-27,3,3,0,24,1,0,24,2024-08-27,4,1,3,24,1,0,24,24.000,,0,0.00,0,0,"11812 NORTH 19TH AVE,PHOENIX,AZ,85029",33.5939,'-112.1,,2026-07-01
035174,"PARK AVENUE HEALTH AND REHABILITATION CENTER","2001 NORTH PARK AVENUE",TUCSON,AZ,85719,5208826151,090,Pima,Y,"For profit - Limited Liability company",200,149.9,,"Medicare and Medicaid",N,"PARK WAVERLY HEALTHCARE LLC",1988-08-03,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,2,,,,1.76423,1.05662,0.31226,1.36887,3.13310,2.77601,0.19096,0.02854,41.4,,27.3,,0,,1.26644,0.89700,2.07872,0.77022,0.61473,3.46368,3.07061,1.95277,1.16953,0.34563,3.46793,3.07267,2025-08-22,5,2,3,24,1,0,24,2023-05-19,9,6,3,56,1,0,56,32.000,,1,25116.00,0,1,"2001 NORTH PARK AVENUE,TUCSON,AZ,85719",32.2457,'-110.96,,2026-07-01
035175,"DESERT PEAK CARE CENTER","8825 SOUTH 7TH STREET",PHOENIX,AZ,85042,6022436121,060,Maricopa,Y,"For profit - Corporation",194,148.0,,"Medicare and Medicaid",N,"PHOENIX AZ OPCO LLC",1988-11-07,,,,,,,,N,,Y,N,N,Resident,Yes,1,,1,,4,,4,,,2,4,,,,3.10393,1.17432,0.40507,1.57938,4.68331,4.07200,0.32263,0.01345,45.6,,64.7,,0,,1.09388,0.77479,1.79550,0.66528,0.53098,2.99175,2.65224,3.97758,1.50485,0.51908,6.00152,5.21813,2025-01-10,12,4,8,64,1,0,64,2023-10-27,26,12,14,152,1,0,152,86.000,,2,64873.00,1,3,"8825 SOUTH 7TH STREET,PHOENIX,AZ,85042",33.3658,'-112.07,,2026-07-01
035176,"BEATITUDES CAMPUS","1712 WEST GLENDALE AVENUE",PHOENIX,AZ,85021,6023358466,060,Maricopa,Y,"Non profit - Corporation",72,52.7,,"Medicare and Medicaid",N,"THE BEATITUDES CAMPUS",1988-10-28,,,,,,,,Y,,N,N,N,Resident,Yes,3,,2,,5,,5,,,2,3,,,,2.53407,0.54920,0.53629,1.08549,3.61956,3.29790,0.57631,0.00000,46.9,,62.5,,0,,1.26082,0.89303,2.06951,0.76681,0.61201,3.44832,3.05700,2.81738,0.61060,0.59625,4.02422,3.66660,2025-09-05,5,5,0,28,1,0,28,2024-08-30,13,12,1,84,1,0,84,42.000,,0,0.00,0,0,"1712 WEST GLENDALE AVENUE,PHOENIX,AZ,85021",33.5386,'-112.1,,2026-07-01
035180,"HAVEN OF DOUGLAS","1400 NORTH SAN ANTONIO AVENUE",DOUGLAS,AZ,85607,4809354300,010,Cochise,Y,"For profit - Limited Liability company",60,55.7,,"Medicare and Medicaid",N,"HAVEN OF DOUGLAS LLC",1988-11-11,"HAVEN HEALTH",249,20,2.6,1.9,2.3,4.7,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,,2,4,,,,2.13933,0.53778,0.65358,1.19136,3.33069,2.86753,0.30082,0.01038,23.1,,0.0,,0,,1.22900,0.87049,2.01727,0.74745,0.59656,3.36128,2.97983,2.44010,0.61339,0.74546,3.79895,3.27067,2025-08-07,10,8,2,48,1,0,48,2024-07-25,2,2,0,8,1,0,8,38.000,,0,0.00,0,0,"1400 NORTH SAN ANTONIO AVENUE,DOUGLAS,AZ,85607",31.3486,'-109.53,,2026-07-01
035183,"AZ - RIO VISTA POST ACUTE AND REHABILITATION","10323 WEST OLIVE AVENUE",PEORIA,AZ,85345,6238750100,060,Maricopa,Y,"For profit - Corporation",150,139.6,,"Medicare and Medicaid",N,"SUNRISE MOUNTAIN HEALTHCARE LLC",1988-08-05,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,,,1.82436,1.03450,0.62005,1.65456,3.47891,3.05725,0.39888,0.07443,48.9,,40.0,,0,,1.31149,0.92891,2.15267,0.79762,0.63660,3.58689,3.17984,1.94996,1.10572,0.66274,3.71842,3.26773,2025-04-04,1,1,0,8,1,0,8,2023-05-26,7,3,4,32,1,0,32,14.000,,0,0.00,0,0,"10323 WEST OLIVE AVENUE,PEORIA,AZ,85345",33.5657,'-112.28,,2026-07-01
035189,"LA CANADA CARE CENTER","7970 NORTH LA CANADA DRIVE",TUCSON,AZ,85704,5207971191,090,Pima,Y,"For profit - Limited Liability company",128,97.5,,"Medicare and Medicaid",N,"TORTOLITA HEALTHCARE, INC.",1988-11-19,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,4,,5,,2,,,,2.03722,0.81487,0.40591,1.22078,3.25800,2.83325,0.27534,0.12511,47.0,,33.3,,0,,1.41828,1.00456,2.32796,0.86258,0.68844,3.87898,3.43878,2.01351,0.80538,0.40119,3.22008,2.80028,2026-04-24,5,3,2,36,1,0,36,2024-02-02,2,2,0,8,1,0,8,29.000,,1,8278.00,0,1,"7970 NORTH LA CANADA DRIVE,TUCSON,AZ,85704",32.3505,'-111,,2026-07-01
035190,"CATALINA POST ACUTE AND REHABILITATION","2611 NORTH WARREN AVENUE",TUCSON,AZ,85719,5207959574,090,Pima,Y,"For profit - Limited Liability company",102,97.3,,"Medicare and Medicaid",N,"PRESIDIO HEALTH ASSOCIATES LLC",1988-10-20,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,3,,,,2.21232,0.84483,0.91875,1.76358,3.97590,3.55966,0.80809,0.05763,41.7,,31.3,,0,,1.69510,1.20062,2.78232,1.03093,0.82281,4.63606,4.10994,1.82950,0.69864,0.75977,3.28791,2.94370,2025-09-16,4,3,1,20,1,0,20,2023-07-07,11,7,6,56,1,0,56,29.000,,0,0.00,0,0,"2611 NORTH WARREN AVENUE,TUCSON,AZ,85719",32.2543,'-110.95,,2026-07-01
035193,"Citrus Heights Respiratory and Rehabilitation","3130 EAST BROADWAY ROAD",MESA,AZ,85204,4809247777,060,Maricopa,Y,"For profit - Corporation",204,103.9,,"Medicare and Medicaid",N,"SALT CREEK HEALTHCARE LLC",1989-02-15,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,,2,2,,,,2.29713,1.15993,0.42023,1.58016,3.87728,3.41934,0.19727,0.06817,57.0,,25.0,,0,,1.53388,1.08643,2.51770,0.93288,0.74455,4.19512,3.71904,2.09930,1.06003,0.38404,3.54337,3.12487,2026-03-12,6,5,2,28,1,0,28,2024-06-14,6,1,5,56,1,0,56,35.000,,0,0.00,0,0,"3130 EAST BROADWAY ROAD,MESA,AZ,85204",33.4082,'-111.76,,2026-07-01
035196,"SANDRIDGE POST ACUTE","255 WEST BROWN ROAD",MESA,AZ,85201,4808333988,060,Maricopa,Y,"For profit - Corporation",191,148.6,,"Medicare and Medicaid",N,"MESA ARIZONA SNF HEALTHCARE LLC",1989-10-05,"PACS GROUP",690,281,2.8,2.5,2.4,4.4,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,5,,2,,,,1.73155,1.02599,0.41297,1.43896,3.17051,2.96603,0.21743,0.05941,52.6,,52.6,,0,,1.26362,0.89501,2.07410,0.76851,0.61336,3.45597,3.06378,1.92088,1.13817,0.45812,3.51717,3.29033,2026-05-01,5,1,4,28,1,0,28,2024-03-22,15,3,15,80,1,0,80,41.000,,0,0.00,0,0,"255 WEST BROWN ROAD,MESA,AZ,85201",33.4352,'-111.84,,2026-07-01
035197,"Haven of Yuma","2470 SOUTH ARIZONA AVENUE",YUMA,AZ,85364,9283448541,130,Yuma,Y,"For profit - Limited Liability company",120,102.7,,"Medicare and Medicaid",N,"HAVEN OF YUMA LLC",1989-10-20,"HAVEN HEALTH",249,20,2.6,1.9,2.3,4.7,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,4,,3,,,,2.31524,0.54170,0.61081,1.15251,3.46775,2.95744,0.45958,0.02490,39.6,,37.5,,0,,1.46613,1.03844,2.40649,0.89167,0.71166,4.00983,3.55478,2.21362,0.51793,0.58400,3.31555,2.82764,2025-07-23,3,3,0,12,1,0,12,2023-06-23,4,4,0,141,1,0,141,44.250,,0,0.00,0,0,"2470 SOUTH ARIZONA AVENUE,YUMA,AZ,85364",32.6826,'-114.62,,2026-07-01
035205,"Resolve Harmony Center, LLC","2211 EAST SOUTHERN AVENUE",PHOENIX,AZ,85040,6023057134,060,Maricopa,Y,"For profit - Limited Liability company",115,49.1,,"Medicare and Medicaid",N,"SUNCREST HEALTH CARE INC",1991-04-25,,,,,,,,N,,Y,N,N,Resident,Yes,1,,1,,4,,4,,,2,2,,,,1.76965,1.33225,0.31701,1.64926,3.41890,3.16957,0.30253,0.01786,,26,,26,3,,1.18179,0.83705,1.93979,0.71874,0.57365,3.23218,2.86538,2.09906,1.58024,0.37602,4.05532,3.75958,2026-03-13,16,7,10,84,1,0,84,2024-12-13,18,15,3,92,1,0,92,86.000,,0,0.00,0,0,"2211 EAST SOUTHERN AVENUE,PHOENIX,AZ,85040",33.3931,'-112.03,,2026-07-01
035207,"Springdale Village Post Acute","7255 EAST BROADWAY ROAD",MESA,AZ,85208,4809818844,060,Maricopa,Y,"For profit - Limited Liability company",122,50.8,,"Medicare and Medicaid",N,"ONE HOPE HEALTHCARE LLC",1991-04-24,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,Y,,N,Y,N,Resident,Yes,3,,2,,5,,5,,5,,3,,,,1.88246,1.22757,0.66677,1.89434,3.77680,3.21092,0.40288,0.09162,50.0,,37.5,,0,,1.42266,1.00765,2.33514,0.86523,0.69056,3.89094,3.44938,1.85483,1.20956,0.65698,3.72137,3.16380,2024-04-04,7,6,1,40,1,0,40,2022-12-15,19,11,8,100,1,0,100,55.000,,0,0.00,0,0,"7255 EAST BROADWAY ROAD,MESA,AZ,85208",33.4079,'-111.67,,2026-07-01
035214,"QUIBURI MISSION NURSING & REHABILITATION","850 SOUTH HIGHWAY 80",BENSON,AZ,85602,5205862372,010,Cochise,Y,"For profit - Limited Liability company",60,53.3,,"Medicare and Medicaid",N,"QUIBURI MISSION NURSING & REHABILITATION LLC",1992-11-20,"OPCO SKILLED MANAGEMENT",773,68,2.2,2.2,1.7,4.2,N,,Y,N,N,Resident,Yes,3,,2,,5,,5,,5,,4,,,,1.89365,0.85611,0.88073,1.73683,3.63049,3.21764,0.48103,0.10280,29.8,,16.7,,2,,1.36696,0.96820,2.24371,0.83136,0.66353,3.73860,3.31433,1.94189,0.87792,0.90316,3.72297,3.29961,2026-05-01,2,1,1,8,1,0,8,2024-03-08,6,5,2,32,1,0,32,14.000,,0,0.00,0,0,"850 SOUTH HIGHWAY 80,BENSON,AZ,85602",31.9427,'-110.29,,2026-07-01
035216,"CARING HOUSE","510 SOUTH OCOTILLO ROAD",SACATON,AZ,85147,5205627400,100,Pinal,Y,"Government - Federal",100,81.2,,"Medicare and Medicaid",N,"THE CARING HOUSE",1993-06-19,,,,,,,,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,3,,,2,6,6,,,,,,,,,,26,,26,,26,,,,,,,,,,,,,2025-07-25,7,5,2,56,1,0,56,2023-09-15,5,4,1,20,1,0,20,47.000,,2,28695.00,1,3,"510 SOUTH OCOTILLO ROAD,SACATON,AZ,85147",33.0741,'-111.75,,2026-07-01
035217,"REHAB AT SCOTTSDALE VILLAGE SQUARE","2620 NORTH 68TH STREET",SCOTTSDALE,AZ,85257,4809466571,060,Maricopa,Y,"For profit - Limited Liability company",141,108.7,,"Medicare and Medicaid",N,"SCOTTSDALE AZ OPCO LLC",1993-06-02,,,,,,,,N,SFF,Y,N,N,Resident,Yes,,18,,18,,18,,18,,18,,18,,,3.51664,1.02889,0.47220,1.50110,5.01773,4.69329,0.37157,0.02021,38.4,,66.7,,2,,1.06651,0.75540,1.75057,0.64863,0.51769,2.91689,2.58587,4.62212,1.35233,0.62064,6.59509,6.16866,2025-08-07,26,2,24,156,1,0,156,2023-05-18,28,3,25,293,1,0,293,190.250,,11,199344.00,0,11,"2620 NORTH 68TH STREET,SCOTTSDALE,AZ,85257",33.4773,'-111.93,,2026-07-01
035225,"Sun City Post Acute","9940 WEST UNION HILLS DRIVE","SUN CITY",AZ,85373,6239330022,060,Maricopa,Y,"For profit - Limited Liability company",118,110.7,,"Medicare and Medicaid",N,"SUN CITY SNF HEALTHCARE LLC",1994-05-27,"PACS GROUP",690,281,2.8,2.5,2.4,4.4,N,,N,Y,N,Resident,Yes,4,,3,,5,,5,,3,,2,,,,2.08712,0.81594,0.53097,1.34691,3.43403,3.12032,0.38655,0.07502,58.1,,57.1,,1,,1.35713,0.96124,2.22759,0.82538,0.65876,3.71173,3.29051,2.15578,0.84278,0.54844,3.54699,3.22297,2024-03-22,4,3,1,16,1,0,16,2022-12-02,13,11,2,64,1,0,64,28.000,,0,0.00,0,0,"9940 WEST UNION HILLS DRIVE,SUN CITY,AZ,85373",33.6526,'-112.28,,2026-07-01
035232,"MOUNTAIN VIEW CARE CENTER","1313 WEST MAGEE ROAD",TUCSON,AZ,85704,5207972600,090,Pima,Y,"For profit - Limited Liability company",120,105.9,,"Medicare and Medicaid",N,"DA VINCI HEALTHCARE, INC.",1995-05-23,"THE ENSIGN GROUP",507,346,3.2,2.9,2.7,4.4,N,,N,N,N,Resident,Yes,4,,3,,5,,4,,5,,2,,,,1.51947,0.73986,0.37333,1.11319,2.63266,2.27445,0.18502,0.03918,42.3,,30.0,,0,,1.16192,0.82298,1.90717,0.70666,0.56400,3.17784,2.81720,1.83314,0.89259,0.45039,3.17612,2.74396,2025-06-06,7,7,0,36,1,0,36,2023-06-09,8,4,4,44,1,0,44,38.000,,0,0.00,0,0,"1313 WEST MAGEE ROAD,TUCSON,AZ,85704",32.3518,'-110.99,,2026-07-01
035233,"HAVEN OF GLOBE","1100 MONROE STREET",GLOBE,AZ,85501,9284255721,030,Gila,N,"For profit - Limited Liability company",104,77.6,,"Medicare and Medicaid",N,"HAVEN OF GLOBE LLC",1996-02-23,"HAVEN HEALTH",249,20,2.6,1.9,2.3,4.7,N,,N,N,N,Resident,Yes,2,,3,,4,,4,,5,,1,,,,1.76065,0.64578,0.42584,1.07163,2.83227,2.41531,0.40704,0.02347,51.7,,45.5,,,26,1.28813,0.91237,2.11433,0.78342,0.62526,3.52301,3.12320,1.91599,0.70276,0.46341,3.08216,2.62841,2025-02-04,4,4,1,24,1,0,24,2023-05-18,7,1,6,36,1,0,36,27.000,,0,0.00,0,0,"1100 MONROE STREET,GLOBE,AZ,85501",33.3944,'-110.78,,2026-07-01
035234,"Arizona State Veteran Home-Phx","4141 NORTH S HERRERA WAY",PHOENIX,AZ,85012,6022481550,060,Maricopa,Y,"Government - State",200,96.0,,"Medicare and Medicaid",N,"ARIZONA DEPARTMENT OF VETERANS SERVICES",1996-01-08,,,,,,,,N,,Y,N,N,Resident,Yes,2,,1,,5,,5,,,2,5,,,,3.30390,0.93409,1.07926,2.01335,5.31724,4.57718,0.76307,0.04644,29.2,,54.8,,,26,1.14195,0.80883,1.87439,0.69452,0.55431,3.12322,2.76878,4.05562,1.14662,1.32482,6.52707,5.61862,2025-05-30,6,4,2,40,1,0,40,2023-07-21,26,4,23,180,1,0,180,75.000,,3,23296.00,1,4,"4141 NORTH S HERRERA WAY,PHOENIX,AZ,85012",33.5815,'-111.99,,2026-07-01
